event_id,trade_id,version,counterparty_id,instrument_id,trade_date,maturity_date,quantity,price,currency,side,source_system,event_ts
2e3367ba-e26a-4ea2-9083-4d6d0a1a8821,TRD-047A2DAA6F5E,1,CP_BANK_A,MSFT,2026-08-12,2027-01-26,8852,1376.2367,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.028000+00:00
04808e83-a7d9-4a2c-9e26-d3c8e2d54c6a,TRD-0D7EAC923152,1,CP_CORP_A,GBPUSD,2026-08-12,2027-07-29,1500,1840.9696,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.029000+00:00
377f7c2c-1fa5-4bcc-b69b-60a25a1201b5,TRD-0F8E545BEB07,1,CP_FUND_A,US10Y,2026-08-12,2026-11-11,9667,1261.1409,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.030000+00:00
d3dfbecb-f99e-489b-bddd-ad61f50de077,TRD-FBB780CFB6AE,1,CP_BANK_B,AAPL,2026-08-12,2026-11-22,7243,899.7264,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.031000+00:00
f86dd789-0080-4a98-8741-b071877d425b,TRD-C07CB9AE3A6E,1,CP_BANK_A,GBPUSD,2026-08-12,2027-04-13,4766,2424.5998,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.032000+00:00
8389552c-0d1b-443a-bced-9f4f08b59776,TRD-D46D9CB9E064,1,CP_FUND_A,USDJPY,2026-08-12,2027-01-10,762,2353.2466,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.033000+00:00
f6c51008-e0ad-4abf-9eaa-3445aad1d9d5,TRD-A6398C56BAC1,1,CP_FUND_A,AAPL,2026-08-12,2026-08-02,1336,2032.9278,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.034000+00:00
98540cf0-7332-4b17-95a9-18ff556d0b47,TRD-EA94B3E1FEFD,1,CP_CORP_A,GBPUSD,2026-08-12,2027-04-20,7993,2007.7476,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.035000+00:00
f7a602e3-1476-4f65-8e8c-0a3a0f981683,TRD-C69815579450,1,CP_CORP_A,US10Y,2026-08-12,2027-08-10,5715,2279.6887,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.036000+00:00
3641eecd-81b3-4196-b917-71a8913ce166,TRD-B6ACB73E5074,1,CP_BANK_A,US10Y,2026-08-12,2027-03-21,6175,1500.9296,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.037000+00:00
4ecf1d03-b434-4069-8c17-37af874632c7,TRD-E391191B5161,1,CP_CORP_A,AAPL,2026-08-12,2026-09-04,6120,856.2123,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.038000+00:00
4c434902-8b12-4fec-ab05-302c36405983,TRD-B6ACB73E5074,1,CP_BANK_B,AAPL,2026-08-12,2027-04-19,4029,1109.2388,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.039000+00:00
608d1b4d-7899-4eaa-9932-002261dbf2a8,TRD-54FF7B4DB5AD,1,CP_BANK_B,USDJPY,2026-08-12,2027-08-07,5613,2170.7732,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.040000+00:00
0678ddb5-d3b8-4e59-8e69-5950eccce3b7,TRD-71F125923976,1,CP_CORP_A,GBPUSD,2026-08-12,2027-03-26,7532,205.8054,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.041000+00:00
d34d0956-73fe-42e1-b9b4-e9c7b06ad58b,TRD-F43AA165571A,1,CP_BANK_A,GBPUSD,2026-08-12,2026-12-07,5414,1114.5171,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.042000+00:00
0c478415-b191-48e1-b9f9-1d3bd11a3e09,TRD-223DB1C539B9,1,CP_FUND_A,GBPUSD,2026-08-12,2026-08-11,1574,145.3459,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.043000+00:00
bec12068-26bd-4f9e-88c8-4f5037627c1d,TRD-138FBA9BA3F8,1,CP_BANK_A,US10Y,2026-08-12,2026-09-01,2508,1381.0816,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.044000+00:00
bc1934cc-8821-40e4-85c3-a77f436f47ee,TRD-14CF450F556C,1,CP_CORP_A,USDJPY,2026-08-12,2027-08-01,697,528.1782,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.045000+00:00
5694be18-911d-4963-bbbb-765a15df286a,TRD-92B560D99600,1,CP_BANK_A,MSFT,2026-08-12,2026-11-15,8896,1856.3167,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.046000+00:00
4d9d00d7-7369-4584-a486-0c109b6da09a,TRD-9170AC01B2CB,1,CP_BANK_A,EURUSD,2026-08-12,2026-07-26,2310,2383.2434,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.047000+00:00
39d9271e-1887-437e-b28c-a2a5c98ae9e7,TRD-673D54EE06BD,1,CP_BANK_A,MSFT,2026-08-12,2027-05-19,8982,2177.7654,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.048000+00:00
2405a4e9-ed12-4628-b2ce-75b5b595809f,TRD-AA2FEB88FF8B,1,CP_BANK_B,US10Y,2026-08-12,2027-07-03,7432,1451.7519,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.049000+00:00
e3ec0576-9ab2-4995-aa4a-6d4d789a910c,TRD-8B764A5E6810,1,CP_BANK_A,US10Y,2026-08-12,2026-09-04,5355,955.117,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.050000+00:00
5b06c74f-8017-49ce-8bed-16f06e1284b6,TRD-ACCB133C52BD,1,CP_BANK_A,AAPL,2026-08-12,2026-12-03,2554,2234.8203,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.051000+00:00
70b7aedc-3b01-4c0b-9f0a-8243df6d49c0,TRD-8B4DF674C2A6,1,CP_FUND_A,AAPL,2026-08-12,2026-09-18,1628,1108.5511,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.052000+00:00
63f7dd3c-e6d3-4ca8-831a-8053b59ce32d,TRD-99292E1A4719,1,CP_BANK_B,AAPL,2026-08-12,2026-10-15,7081,1969.3846,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.053000+00:00
a15c5742-e119-4f64-a4da-671808c39556,TRD-316F30EA3882,1,CP_BANK_B,US10Y,2026-08-12,2026-11-17,2138,850.4906,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.054000+00:00
15727f74-a0bc-49c3-af3c-fc6497eaa152,TRD-3EA33123F2CE,1,CP_BANK_B,USDJPY,2026-08-12,2026-12-17,5404,1478.6207,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.055000+00:00
7cec1e98-bb28-4e68-880f-70dd6147ba0e,TRD-5EB664A355BD,1,CP_BANK_B,EURUSD,2026-08-12,2027-01-26,8976,1713.1698,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.056000+00:00
797ad4e5-f77a-4ef0-9e57-2ea800bea27d,TRD-3E62EEE1B304,1,CP_FUND_A,GBPUSD,2026-08-12,2027-04-09,9112,1035.6966,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.057000+00:00
f4f24c37-8222-4386-aa3e-4601aa2299e0,TRD-A2AFCEED0666,1,CP_FUND_A,EURUSD,2026-08-12,2026-12-15,8166,2005.8288,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.058000+00:00
5ff8d509-e473-47bd-bdda-44e7a66ccc74,TRD-E5AFE3C9E1CB,1,CP_BANK_B,EURUSD,2026-08-12,2027-06-28,2751,995.7695,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.059000+00:00
143407d6-0400-4698-ae75-83bf58ea4c90,TRD-13835F227AA4,1,CP_BANK_B,US10Y,2026-08-12,2026-11-16,9778,1074.283,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.060000+00:00
032bc17a-f6a0-4621-a7dd-99714af59657,TRD-0627D7379E34,1,CP_BANK_A,MSFT,2026-08-12,2026-10-04,8768,667.2564,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.061000+00:00
e099632f-a08d-4325-94a8-082b6513de06,TRD-20562E4F1814,1,CP_CORP_A,EURUSD,2026-08-12,2027-06-14,4046,1066.2173,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.062000+00:00
6f30d36f-046d-4265-b1a6-a7dd33db3510,TRD-99292E1A4719,1,CP_BANK_A,MSFT,2026-08-12,2027-02-25,5452,24.219,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.063000+00:00
9b9a9b38-756b-49a8-9acb-29a21dbe9754,TRD-AA4FF37A831E,1,CP_BANK_B,GBPUSD,2026-08-12,2027-01-23,1889,1362.756,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.064000+00:00
a8afab34-cc68-48ae-9db5-f11fda95bc40,TRD-E90418E61B6C,1,CP_BANK_B,USDJPY,2026-08-12,2027-08-05,1187,1795.0531,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.065000+00:00
502658fe-62c4-4972-a7ee-e10aa5ce907d,TRD-A4AFB371CAB9,1,CP_BANK_A,GBPUSD,2026-08-12,2026-09-02,2148,2009.6535,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.066000+00:00
e37d48af-9a52-4ee1-b41f-4e834e1377f9,TRD-67A5796AAFD7,1,CP_BANK_A,GBPUSD,2026-08-12,2026-08-01,5428,2395.8531,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.067000+00:00
8948d990-d3dd-4302-9f02-842e785ac8b5,TRD-1161EBA28159,1,CP_CORP_A,USDJPY,2026-08-12,2027-07-03,6741,1852.5639,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.068000+00:00
0a062121-a960-4790-9ecc-b00567770f41,TRD-77B2CEAB1339,1,CP_BANK_A,USDJPY,2026-08-12,2026-07-17,8292,433.664,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.069000+00:00
124de2c9-b42b-4c1f-bf0c-dc8e0186e45b,TRD-43E74CEABA1B,1,CP_BANK_B,USDJPY,2026-08-12,2026-08-04,1443,1326.912,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.070000+00:00
1f4a95d3-49d2-4db9-9906-b61cd074d78a,TRD-6285BEFD325D,1,CP_BANK_A,MSFT,2026-08-12,2027-02-07,2871,2378.8692,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.071000+00:00
a457d7ee-722d-4f8d-b713-32f4c3d15ae7,TRD-3B34F4CE7E45,1,CP_FUND_A,USDJPY,2026-08-12,2027-06-24,2241,231.1022,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.072000+00:00
9f984813-6bc1-4788-859a-3135d530531c,TRD-9F3822F325C9,1,CP_BANK_B,US10Y,2026-08-12,2026-10-04,6197,881.203,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.073000+00:00
2fdd3e8d-3b21-4071-8e11-a095b03aff6f,TRD-7A277A113567,1,CP_CORP_A,USDJPY,2026-08-12,2026-12-16,3326,2016.9764,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.074000+00:00
81d4c23b-4af2-42ad-b285-dbe704508936,TRD-3CB36F0C39BB,1,CP_BANK_B,EURUSD,2026-08-12,2026-08-28,2300,509.168,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.075000+00:00
e914ca6c-a8c1-41a9-8a8a-46dbdd2946b4,TRD-54FF7B4DB5AD,1,CP_BANK_B,US10Y,2026-08-12,2027-04-24,7812,1032.7563,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.076000+00:00
57d8d39b-d472-4bf4-8786-f6e79540fb45,TRD-DC9F5AB25C64,1,CP_BANK_A,EURUSD,2026-08-12,2026-09-06,656,1658.7737,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.077000+00:00
100cf065-878e-450a-9676-fa14879a1d07,TRD-D71E6EE3344C,1,CP_BANK_A,EURUSD,2026-08-12,2027-03-07,3059,224.3636,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.078000+00:00
29b05af6-c24b-4328-a17a-64dcf1d6b33d,TRD-5227E4E7C46D,1,CP_BANK_B,GBPUSD,2026-08-12,2027-02-21,2909,725.1355,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.079000+00:00
fb4d7e70-accd-4f24-9e7b-4049e1c941be,TRD-8149D6C539BF,1,CP_CORP_A,US10Y,2026-08-12,2027-04-03,7771,2318.4639,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.080000+00:00
cfa0b300-1a5d-4cff-994c-bfff31f622db,TRD-C14FD7F06A6C,1,CP_BANK_B,MSFT,2026-08-12,2027-03-13,9186,1909.7075,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.081000+00:00
8d58bd58-9190-4eb5-995b-a54080ec045c,TRD-C030630B0AD8,1,CP_FUND_A,MSFT,2026-08-12,2027-06-08,2717,1787.1336,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.082000+00:00
71b08415-04b9-4c22-ba12-c37b115ed5ee,TRD-70390049173C,1,CP_BANK_B,US10Y,2026-08-12,2027-07-14,5774,1248.5822,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.083000+00:00
f138df5e-d445-4775-8cae-731457531679,TRD-84FA3242D38C,1,CP_BANK_B,USDJPY,2026-08-12,2027-02-27,5466,2421.9156,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.084000+00:00
36cb25ad-2a6b-4b4d-83a2-c6a30f4b5a4e,TRD-94E3DD4AE5B2,1,CP_FUND_A,GBPUSD,2026-08-12,2026-10-08,7048,2451.3187,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.085000+00:00
93dae6ed-07cd-4d0e-a512-58f44b0d0456,TRD-3618E2A02356,1,CP_BANK_A,GBPUSD,2026-08-12,2027-06-20,430,502.0538,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.086000+00:00
07c29b62-22f3-450e-9013-d71e2c6fdf55,TRD-FBE72FFD8F81,1,CP_CORP_A,EURUSD,2026-08-12,2026-07-16,109,2005.2938,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.087000+00:00
fdcc60de-b032-4c45-bb92-1ded0ca74f4d,TRD-30FD0338E7B2,1,CP_BANK_A,MSFT,2026-08-12,2027-02-07,929,800.6667,JPY,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.088000+00:00
9c56b737-d91b-41c4-b37f-1dd8c5fa0b6f,TRD-82050EE8F2C5,1,CP_BANK_B,AAPL,2026-08-12,2027-06-13,2052,501.3987,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.089000+00:00
10410d23-aaa7-41dc-b917-3d41f1ecf4af,TRD-E4C92BFB7AA5,1,CP_CORP_A,GBPUSD,2026-08-12,2027-03-13,3161,1207.7073,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.090000+00:00
aa1a7337-dd04-4402-af31-eb15a1246203,TRD-CB8AB7E58ECF,1,CP_BANK_B,GBPUSD,2026-08-12,2027-07-21,7793,719.31,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.091000+00:00
967929f3-c18b-4b3d-b9fe-fad96008ecdb,TRD-14CF450F556C,0,CP_BANK_A,US10Y,2026-08-12,2027-04-07,9669,861.4913,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.092000+00:00
4fc5b82f-40aa-4847-8d32-dc456fba0066,TRD-B5DFE7E51CD8,1,CP_BANK_A,AAPL,2026-08-12,2026-11-19,9875,1722.384,JPY,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.093000+00:00
ebf37a49-2cba-493b-b55a-6c5ba32d9a0b,TRD-B9AC8550E2F2,1,CP_BANK_A,USDJPY,2026-08-12,2027-06-30,2952,1274.7225,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.094000+00:00
cde8765e-294b-455e-b08f-7823dbaaf041,TRD-D337958BA762,1,CP_BANK_A,MSFT,2026-08-12,2027-04-13,7480,1372.4948,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.095000+00:00
8ed36d47-3d02-4eba-a8ce-75fef1a155be,TRD-4D4E9D707C5F,1,CP_BANK_A,USDJPY,2026-08-12,2026-12-08,1228,2443.7137,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.096000+00:00
2f99e8ab-a13c-400a-bfe6-f67ceacaf6b1,TRD-7BFBC4BFD144,1,CP_CORP_A,MSFT,2026-08-12,2026-11-10,5091,1119.732,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.097000+00:00
afcee7c7-d160-4c9f-9528-f19984b838f1,TRD-6A44B4CF50F9,1,CP_CORP_A,EURUSD,2026-08-12,2027-06-22,6931,2182.1838,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.098000+00:00
7d4443ec-9eab-4116-a8fa-2dc93e81c71b,TRD-A323992F706F,1,CP_BANK_A,AAPL,2026-08-12,2026-11-10,7540,12.1089,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.099000+00:00
9ef37d4f-0b78-43c8-9e4e-8b1e9d4d323f,TRD-82763E1F8149,1,CP_BANK_A,EURUSD,2026-08-12,2026-09-07,6898,1105.5858,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.100000+00:00
3c2124cc-99c9-492c-93b1-cb4edcba2e86,TRD-A85F182F0874,1,CP_CORP_A,EURUSD,2026-08-12,2027-04-01,7433,432.2721,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.101000+00:00
36aeca13-cffb-4b2c-a6fc-b2fee8efeb74,TRD-60254F8C6EF8,1,CP_CORP_A,AAPL,2026-08-12,2026-09-01,6339,1743.4073,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.102000+00:00
05b2a2d4-1079-4d3e-bd99-027e3d64634d,TRD-BDCB4299FE40,1,CP_FUND_A,USDJPY,2026-08-12,2027-08-10,9061,688.0442,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.103000+00:00
043ff2cc-b480-47f0-aca0-e7088bfceba4,TRD-2F33C36DE756,1,CP_FUND_A,GBPUSD,2026-08-12,2026-10-20,8705,1022.171,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.104000+00:00
3bad4925-a7c6-4c38-93e5-6ba79c0d404b,TRD-3C1A52BC6A4B,1,CP_FUND_A,AAPL,2026-08-12,2027-02-28,6714,168.5148,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.105000+00:00
6b521227-31af-460f-8f7e-ac22fde03bd3,TRD-D0553DE731C9,1,CP_BANK_A,GBPUSD,2026-08-12,2027-08-08,8799,351.8627,USD,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.106000+00:00
32412c75-1448-41dc-b644-b4d0abd1a5ce,TRD-567D7E987A46,1,CP_CORP_A,MSFT,2026-08-12,2027-05-01,271,206.6834,EUR,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.107000+00:00
8c783caf-bc84-4fef-9bb0-a6ea2e3f899b,TRD-152A6A1265BB,1,CP_BANK_B,AAPL,2026-08-12,2026-12-22,1324,958.9384,GBP,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.108000+00:00
6fe22644-e80b-4b07-9d82-5dfcf38c74eb,TRD-2453A372059E,1,CP_FUND_A,USDJPY,2026-08-12,2027-07-01,35,662.7096,EUR,SELL,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.109000+00:00
24b05610-8b6e-493d-bdd5-f0eabc812c55,TRD-2C8886A1460E,1,CP_FUND_A,AAPL,2026-08-12,2027-04-01,3803,1494.6566,USD,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.110000+00:00
67a6df7b-6266-41d3-a91e-24023227e453,TRD-4AA7CBA3B3B3,1,CP_BANK_B,EURUSD,2026-08-12,2026-07-21,1806,227.4712,GBP,BUY,MOCK_TRADING_ENGINE,2026-08-12T10:49:11.111000+00:00
